time_GPS,Pressure (Pa),Altitude_estimate (m),Altitude_Corrected (m)
11:30:47,79929.20464,1858.965763,1861
11:30:49,79813.02704,1870.25939,1873
11:30:51,79711.51017,1880.138751,1883
11:30:53,79581.17818,1892.837273,1895
11:30:55,79479.9562,1902.711169,1905
11:30:57,79350.00281,1915.402667,1917
11:30:59,79249.07486,1925.271102,1928
11:31:01,79162.66737,1933.727859,1937
11:31:04,78990.13493,1950.63611,1953
11:31:06,78875.32226,1961.90438,1965
11:31:08,78774.99806,1971.76156,1975
11:31:10,78660.49809,1983.023987,1985
11:31:12,78546.16454,1994.283299,1997
11:31:14,78446.25901,2004.132641,2007
11:31:16,78346.48055,2013.9796,2018
11:31:18,78246.829,2023.824176,2028
11:31:20,78118.8918,2036.477986,2040
11:31:23,77948.63421,2053.343609,2057
11:31:25,77835.33534,2064.58347,2068
11:31:27,77736.33393,2074.415798,2078
11:31:29,77637.45844,2084.245746,2089
11:31:31,77524.61186,2095.477059,2100
11:31:33,77369.71558,2110.915042,2115
11:31:35,77257.25817,2122.138978,2127
11:31:37,77102.89607,2137.566821,2141
11:31:39,77018.82859,2145.979535,2151
11:31:41,76948.84238,2152.988797,2159
11:31:44,76781.13483,2169.806082,2175
11:31:46,76683.47428,2179.612942,2185
11:31:48,76585.93794,2189.417429,2195
11:31:50,76474.61973,2200.619651,2206
11:31:52,76377.34904,2210.419053,2217
11:31:54,76266.33402,2221.615466,2228
11:31:56,76155.48035,2232.808782,2240
11:31:58,76058.61558,2242.600394,2251
11:32:00,75975.68669,2250.991318,2259
11:32:02,75879.0506,2260.778528,2269
11:32:04,75768.75985,2271.961012,2279
11:32:07,75631.12181,2285.934766,2294
11:32:09,75548.65903,2294.3167,2303
11:32:11,75466.28616,2302.696894,2312
11:32:13,75397.71071,2309.679062,2319
11:32:15,75315.50242,2318.056069,2327
11:32:17,75233.38377,2326.431339,2335
11:32:19,75151.35464,2334.804871,2344
11:32:21,75069.41496,2343.176666,2353
11:32:23,75001.20014,2350.151835,2360
11:32:25,74892.18533,2361.309597,2370
11:32:28,74728.96015,2378.040453,2388
11:32:30,74620.34104,2389.190501,2400
11:32:32,74538.98033,2397.551013,2408
11:32:34,74471.2475,2404.516782,2415
11:32:36,74390.04935,2412.874114,2424
11:32:38,74295.43005,2422.622144,2433
11:32:40,74173.95349,2435.151858,2445
11:32:42,74079.60906,2444.894496,2456
11:32:44,73985.38462,2454.634776,2466
11:32:46,73891.28003,2464.372698,2475
11:32:49,73757.05249,2478.279928,2490
11:32:51,73676.63303,2486.621957,2500
11:32:53,73596.30126,2494.962256,2509
11:32:55,73516.05707,2503.300825,2517
11:32:57,73449.25375,2510.24831,2524
11:32:59,73369.16989,2518.583707,2533
11:33:01,73262.52722,2529.694881,2542
11:33:03,73195.95428,2536.637803,2552
11:33:05,73089.56338,2547.743982,2562
11:33:07,72983.32711,2558.84709,2573
11:33:10,72850.7489,2572.721655,2587
11:33:12,72758.08747,2582.430996,2597
11:33:14,72665.5439,2592.137988,2608
11:33:16,72559.92394,2603.228815,2619
11:33:18,72454.4575,2614.316575,2630
11:33:20,72375.45828,2622.630383,2639
11:33:22,72309.6914,2629.557238,2647
11:33:24,72191.46157,2642.022559,2659
11:33:26,72112.7491,2650.330619,2668
11:33:28,72034.12245,2658.636954,2676
11:33:31,71903.2685,2672.477018,2690
11:33:33,71811.81219,2682.162215,2700
11:33:35,71733.51365,2690.461947,2708
11:33:37,71668.33009,2697.377075,2715
11:33:39,71616.22589,2702.908317,2722
11:33:41,71538.14061,2711.203745,2730
11:33:43,71460.14046,2719.497452,2737
11:33:45,71395.20531,2726.40756,2745
11:33:47,71291.43177,2737.461248,2756
11:33:49,71187.80907,2748.511879,2767
11:33:52,71019.74332,2766.462635,2784
11:33:54,70942.30839,2774.744878,2793
11:33:56,70839.19313,2785.785196,2804
11:33:58,70749.09023,2795.442969,2815
11:34:00,70646.25582,2806.477562,2826
11:34:02,70569.22811,2814.751503,2835
11:34:04,70466.65512,2825.780755,2846
11:34:06,70364.23122,2836.806956,2857
11:34:08,70274.73244,2846.45238,2868
11:34:10,70172.5875,2857.472864,2879
11:34:13,70006.91852,2875.374648,2896
11:34:15,69917.87421,2885.010737,2906
11:34:17,69828.94316,2894.644495,2915
11:34:19,69765.49024,2901.524322,2923
11:34:21,69664.08547,2912.529573,2933
11:34:23,69600.78236,2919.406308,2940
11:34:25,69524.89454,2927.656821,2949
11:34:27,69436.46332,2937.280257,2959
11:34:29,69348.14458,2946.901363,2968
11:34:31,69272.53222,2955.146172,2977
11:34:34,69134.12361,2970.257214,2991
11:34:36,69046.18943,2979.870339,3001
11:34:38,68958.36708,2989.481137,3011
11:34:40,68883.1797,2997.717112,3020
11:34:42,68795.56469,3007.323591,3029
11:34:44,68720.55482,3015.555865,3038
11:34:46,68620.66886,3026.529574,3049
11:34:48,68545.84967,3034.757863,3057
11:34:50,68458.66372,3044.355377,3066
11:34:52,68359.15841,3055.32112,3078
11:34:55,68210.17157,3071.764047,3094
11:34:57,68098.64456,3084.091765,3106
11:34:59,67999.66254,3095.046517,3118
11:35:01,67913.17129,3104.629439,3128
11:35:03,67851.45919,3111.472963,3135
11:35:05,67752.83645,3122.42014,3144
11:35:07,67654.35705,3133.36429,3157
11:35:09,67580.59145,3141.570416,3165
11:35:11,67506.90627,3149.774839,3173
11:35:13,67421.04177,3159.344515,3183
11:35:16,67261.86877,3177.110626,3200
11:35:18,67188.53111,3185.307676,3209
11:35:20,67115.2734,3193.503025,3217
11:35:22,67042.09557,3201.696674,3226
11:35:24,66968.99753,3209.888624,3235
11:35:26,66883.8172,3219.44375,3244
11:35:28,66810.89173,3227.632018,3253
11:35:30,66713.78144,3238.547066,3263
11:35:32,66628.92573,3248.095256,3274
11:35:34,66556.27817,3256.27758,3282
11:35:37,66435.37488,3269.911014,3295
11:35:39,66362.93836,3278.088811,3303
11:35:41,66290.58081,3286.264913,3313
11:35:43,66206.26337,3295.801554,3323
11:35:47,66049.95828,3313.506335,3340
11:35:49,65977.94197,3321.675089,3349
11:35:51,65894.02219,3331.203159,3360
11:35:53,65810.20914,3340.728924,3369
11:35:55,65726.5027,3350.252383,3376
11:35:58,65607.10673,3363.853326,3392
11:36:00,65535.57327,3372.011634,3401
11:36:02,65452.21614,3381.527522,3410
11:36:04,65368.96504,3391.041106,3420
11:36:06,65309.5648,3397.835114,3427
11:36:08,65226.49514,3407.344751,3436
11:36:10,65143.53114,3416.852087,3446
11:36:12,65060.67265,3426.357122,3455
11:36:14,64977.91956,3435.859856,3464
11:36:16,64895.27172,3445.36029,3473
11:36:19,64789.16466,3457.571756,3486
11:36:21,64694.99293,3468.423202,3497
11:36:23,64600.95807,3479.271646,3507
11:36:25,64530.52163,3487.40601,3515
11:36:27,64471.88327,3494.183358,3523
11:36:29,64389.87907,3503.669676,3532
11:36:31,64319.67278,3511.798978,3541
11:36:33,64226.18344,3522.635425,3552
11:36:35,64167.82163,3529.406682,3561
11:36:38,64051.25704,3542.945684,3575
11:36:40,63958.15785,3553.773515,3585
11:36:42,63888.42227,3561.892423,3594
11:36:44,63807.16018,3571.362354,3604
11:36:46,63726.00145,3580.829992,3614
11:36:48,63656.51899,3588.943287,3621
11:36:50,63587.11229,3597.054899,3631
11:36:52,63494.68772,3607.867763,3642
11:36:54,63425.45747,3615.975449,3651
11:36:56,63344.78424,3625.43229,3659
11:36:58,63275.71742,3633.536331,3668
11:37:01,63160.77337,3647.039332,3682
11:37:03,63080.4368,3656.488654,3692
11:37:05,63000.2024,3665.935689,3702
11:37:09,62840.03963,3684.822901,3721
11:37:11,62748.70093,3695.611489,3732
11:37:13,62646.10357,3707.745083,3744
11:37:15,62543.67395,3719.874902,3756
11:37:17,62464.12228,3729.306596,3766
11:37:19,62373.32996,3740.082879,3777
11:37:22,62214.76084,3758.934203,3796
11:37:24,62135.62751,3768.356444,3806
11:37:26,62067.87906,3776.430835,3814
11:37:28,62000.20448,3784.50355,3823
11:37:30,61921.34405,3793.919602,3832
11:37:32,61853.82923,3801.98869,3841
11:37:34,61775.15498,3811.40051,3850
11:37:36,61696.5808,3820.810051,3859
11:37:38,61606.9041,3831.561025,3870
11:37:40,61517.35774,3842.309025,3880
11:37:43,61394.44398,3857.082671,3896
11:37:45,61305.20643,3867.823611,3906
11:37:47,61238.3634,3875.877367,3915
11:37:49,61193.84187,3881.245609,3922
11:37:51,61127.12026,3889.29658,3929
11:37:53,61071.5745,3896.004447,3937
11:37:55,60993.89521,3905.393512,3946
11:37:57,60905.23985,3916.121089,3956
11:37:59,60827.77213,3925.505286,3966
11:38:01,60761.44965,3933.547075,3975
11:38:04,60684.16482,3942.927054,3985
11:38:08,60551.90516,3959.001736,4000
11:38:10,60496.88207,3965.697551,4008
11:38:12,60441.90899,3972.39221,4015
11:38:14,60376.00722,3980.424272,4022
11:38:16,60321.14398,3987.116384,4030
11:38:18,60244.41918,3996.483397,4038
11:38:20,60178.73274,4004.510461,4047
11:38:22,60124.04875,4011.198409,4055
11:38:25,60025.74276,4023.233802,4067
11:38:27,59960.29474,4031.255317,4075
11:38:29,59884.02891,4040.611647,4084
11:38:31,59829.61272,4047.293354,4091
11:38:33,59764.37854,4055.309877,4101
11:38:35,59677.51028,4065.995988,4110
11:38:37,59623.28174,4072.673306,4118
11:38:39,59547.44456,4082.019612,4126
11:38:43,59417.66231,4098.036588,4144
11:38:46,59320.51128,4110.044959,4157
11:38:48,59234.28817,4120.71593,4167
11:38:50,59169.70309,4128.717221,4175
11:38:52,59105.18843,4136.716853,4182
11:38:54,59040.74411,4144.714824,4190
11:38:56,58965.64787,4154.043694,4199
11:38:58,58869.2359,4166.034638,4211
11:39:00,58805.04884,4174.026527,4219
11:39:02,58730.25238,4183.348303,4228
11:39:04,58655.55106,4192.667822,4239
11:39:07,58548.99968,4205.977509,4251
11:39:09,58474.5289,4215.291551,4262
11:39:11,58410.7722,4223.273222,4271
11:39:13,58336.47723,4232.583078,4279
11:39:15,58272.87105,4240.561162,4288
11:39:17,58198.75148,4249.866834,4298
11:39:19,58124.72619,4259.170254,4308
11:39:21,58061.35088,4267.142821,4316
11:39:23,57998.04467,4275.113735,4324
11:39:25,57945.34222,4281.7549,4333
11:39:28,57850.59848,4293.706104,4344
11:39:30,57756.00964,4305.653589,4355
11:39:32,57672.06051,4316.270454,4366
11:39:34,57619.65428,4322.904504,4373
11:39:36,57567.29567,4329.537407,4380
11:39:38,57525.44304,4334.842903,4386
11:39:40,57483.62084,4340.147666,4392
11:39:42,57431.38584,4346.777587,4398
11:39:44,57358.33657,4356.057552,4405
11:39:46,57295.79686,4364.01002,4416
11:39:49,57170.92195,4379.910007,4431
11:39:51,57098.20397,4389.181952,4441
11:39:53,57004.84531,4401.099728,4453
11:39:55,56942.69103,4409.042851,4460
11:39:57,56901.29249,4414.337352,4467
11:39:59,56849.58664,4420.954447,4473
11:40:01,56797.92777,4427.570398,4480
11:40:03,56746.31585,4434.185206,4487
11:40:05,56684.44344,4442.121466,4494
11:40:07,56632.93463,4448.733758,4500
11:40:10,56530.0574,4461.954912,4514
11:40:12,56458.15454,4471.207001,4524
11:40:14,56365.84239,4483.099253,4535
11:40:16,56263.45033,4496.308526,4549
11:40:18,56212.32407,4502.91145,4557
11:40:20,56171.45652,4508.192967,4562
11:40:22,56120.41385,4514.793837,4568
11:40:24,56059.22387,4522.713374,4575
11:40:26,55998.10061,4530.631268,4583
11:40:28,55926.87436,4539.866734,4592
11:40:31,55865.89541,4547.78107,4602
11:40:33,55794.83731,4557.012386,4611
11:40:35,55734.00232,4564.923164,4619
11:40:37,55663.11198,4574.150331,4628
11:40:39,55592.31181,4583.375265,4637
11:40:41,55531.69763,4591.280574,4646
11:40:43,55491.3249,4596.549869,4652
11:40:45,55430.82082,4604.452445,4660
11:40:49,55279.84909,4624.201714,4679
11:40:52,55189.46349,4636.046358,4692
11:40:54,55119.26577,4645.256312,4701
11:40:56,55059.16735,4653.148783,4709
11:40:56,55059.16735,4653.148783,4709
11:41:00,54929.17882,4670.243522,4728
11:41:02,54859.31216,4679.445198,4737
11:41:04,54799.49718,4687.330577,4743
11:41:06,54739.74741,4695.21432,4752
11:41:08,54670.12169,4704.409953,4762
11:41:10,54600.58452,4713.603361,4771
11:41:13,54481.58366,4729.358311,4786
11:41:15,54412.28629,4738.545681,4796
11:41:17,54352.95871,4746.418799,4805
11:41:19,54283.82495,4755.602039,4814
11:41:21,54204.9226,4766.094449,4824
11:41:23,54135.97713,4775.272927,4833
11:41:25,54067.11935,4784.449183,4842
11:41:27,54008.16811,4792.312779,4851
11:41:29,53939.47289,4801.484911,4861
11:41:34,53763.22899,4825.060202,4884
11:41:36,53694.84532,4834.224409,4892
11:41:38,53636.29997,4842.077678,4899
11:41:40,53568.07774,4851.237766,4908
11:41:44,53431.89349,4869.551291,4928
11:41:46,53373.63484,4877.397232,4936
11:41:48,53305.7467,4886.548771,4947
11:41:50,53237.9449,4895.698096,4956
11:41:52,53170.22935,4904.845206,4965
11:41:55,53073.64222,4917.908667,4979
11:41:57,53015.77418,4925.744575,4986
11:41:59,52967.59901,4932.273256,4994
11:42:01,52890.60978,4942.716799,5003
11:42:03,52823.33601,4951.85253,5013
11:42:05,52765.74088,4959.681396,5020
11:42:11,52564.65201,4987.06964,5047
11:42:13,52507.33893,4994.891201,5055
11:42:16,52411.95596,5007.923529,5069
11:42:18,52354.80937,5015.740763,5077
11:42:20,52297.72508,5023.556375,5085
11:42:22,52231.20541,5032.67254,5094
11:42:24,52164.77034,5041.786499,5103
11:42:26,52098.41977,5050.898252,5113
11:42:28,52032.1536,5060.0078,5121
11:42:30,51965.97171,5069.115142,5131
11:42:32,51881.00439,5080.821345,5142
11:42:34,51815.01475,5089.92365,5152
11:42:37,51720.8894,5102.923122,5165
11:42:39,51673.89087,5109.421173,5173
11:42:41,51598.78203,5119.815717,5182
11:42:43,51542.52205,5127.609738,5190
11:42:47,51411.4872,5145.789501,5207
11:42:49,51346.09475,5154.876082,5217
11:42:51,51290.11028,5162.66283,5227
11:42:53,51224.87221,5171.745328,5235
11:42:55,51159.71712,5180.825627,5245
11:42:58,51038.93458,5197.68321,5262
11:43:00,50974.01599,5206.757232,5273
11:43:02,50899.92441,5217.124853,5282
11:43:04,50816.7001,5228.784999,5293
11:43:06,50724.38822,5241.736462,5306
11:43:08,50650.65948,5252.094409,5317
11:43:10,50577.03789,5262.44949,5327
11:43:14,50439.28572,5281.857548,5345
11:43:16,50365.97136,5292.204397,5355
11:43:19,50265.33808,5306.426641,5371
11:43:21,50192.27656,5316.766694,5379
11:43:23,50137.55011,5324.519857,5388
11:43:25,50082.88334,5332.271412,5396
11:43:27,50019.18076,5341.312859,5405
11:43:29,49964.64304,5349.06093,5414
11:43:31,49892.01858,5359.389191,5424
11:43:33,49846.6819,5365.842903,5433
11:43:35,49765.17966,5377.456773,5444
11:43:37,49701.88118,5386.487285,5453
11:43:40,49611.59441,5399.384225,5467
11:43:42,49548.49127,5408.409429,5475
11:43:44,49485.4684,5417.43245,5484
11:43:48,49341.71696,5438.048297,5503
11:43:50,49278.95708,5447.064144,5510
11:43:52,49207.32925,5457.365297,5520
11:43:54,49162.61473,5463.802071,5530
11:43:56,49091.156,5474.098594,5539
11:43:58,49028.71482,5483.105716,5547
11:44:01,48930.75338,5497.255361,5562
11:44:03,48868.51622,5506.256878,5572
11:44:05,48824.10958,5512.685199,5582
11:44:07,48753.14286,5522.968202,5591
00:57:42,5.378347753,36118.01581,16523
11:44:11,48620.35817,5542.241167,5610
11:44:13,48567.34561,5549.947554,5619
11:44:15,48487.93512,5561.504137,5630
11:44:17,48426.26119,5570.490104,5640
11:44:19,48364.6657,5579.473897,5649
11:44:22,48268.03103,5593.586893,5663
11:44:24,48206.6368,5602.565095,5672
11:44:26,48145.32065,5611.541125,5681
11:44:28,48084.08249,5620.514982,5692
11:44:30,48014.1914,5630.76816,5702
11:44:32,47953.12003,5639.737363,5712
11:44:34,47892.12633,5648.704396,5721
16:53:56,67999.66254,3095.046517,24098
11:44:38,47770.37158,5666.631952,5740
11:44:40,47692.26417,5678.152227,5751
11:44:43,47614.28447,5689.668918,5765
11:44:45,47536.43226,5701.182025,5775
11:44:47,47467.33717,5711.41289,5785
11:44:49,47415.58176,5719.084182,5794
11:44:51,47346.66232,5729.310095,5802
11:44:53,47286.43999,5738.255449,5813
11:48:20,48031.65464,5628.205131,5872
11:44:57,47157.64995,5757.416776,5833
11:44:59,47097.66803,5766.355327,5841
11:45:01,47046.31568,5774.015221,5848
11:45:04,46960.85282,5786.77818,5861
11:45:06,46918.17963,5793.158004,5868
11:45:08,46858.5023,5802.087906,5877
11:45:10,46798.90087,5811.015646,5885
11:45:12,46739.37524,5819.941225,5893
11:45:14,46679.92533,5828.864644,5902
11:45:16,46612.07516,5839.060193,5913
11:45:18,46552.78717,5847.978985,5923
11:45:20,46493.57458,5856.895618,5931
11:45:22,46434.43731,5865.810093,5940
11:45:25,46341.65924,5879.814195,5955
11:45:27,46282.71519,5888.723124,5963
11:45:29,46223.84612,5897.629896,5972
11:45:31,46148.26731,5909.078293,5983
11:45:33,46089.56924,5917.980139,5991
11:45:37,45972.39699,5935.777367,6008
11:45:39,45905.5752,5945.943344,6018
11:45:41,45847.18582,5954.836268,6027
11:45:43,45788.8707,5963.727039,6035
11:45:46,45697.38247,5977.693904,6050
11:45:48,45630.96042,5987.848287,6059
11:45:52,45506.67917,6006.880186,6078
11:45:54,45448.79715,6015.758362,6088
11:45:56,45374.48557,6027.170001,6098
11:45:58,45308.53284,6037.3107,6109
11:46:00,45242.67597,6047.448593,6121
11:46:02,45168.70141,6058.850372,6132
11:46:04,45078.45228,6072.781061,6145
11:46:07,44972.02668,6089.237773,6162
11:46:09,44898.49463,6100.626549,6175
11:46:11,44841.38617,6109.482035,6184
11:46:13,44768.06772,6120.864511,6194
11:46:15,44694.86915,6132.243446,6207
11:46:19,44556.93157,6153.727329,6228
11:46:21,44492.16715,6163.833022,6239
11:46:23,44427.49686,6173.935921,6249
11:46:25,44362.92056,6184.036025,6259
07:45:58,35075.01096,7779.081992,2476
11:46:30,44193.85402,6210.535508,6285
11:46:32,44137.6418,6219.364394,6294
11:46:34,44073.48681,6229.451933,6304
11:46:34,44073.48681,6229.451933,6304
11:46:38,43945.45644,6249.61864,6326
11:46:40,43881.58079,6259.697811,6337
11:45:38,43801.86676,6272.292854,6236
11:46:44,43730.24796,6283.624669,6360
11:46:46,43666.68511,6293.694434,6370
11:46:49,43579.43702,6307.535813,6384
11:46:51,43516.09337,6317.598964,6395
11:46:53,43460.74321,6326.401938,6404
11:46:55,43405.46345,6335.202782,6412
11:46:57,43358.13676,6342.744666,6422
11:46:59,43287.24347,6354.05456,6433
11:47:01,43208.60908,6366.616981,6445
11:47:03,43145.80442,6376.66379,6455
11:47:05,43090.92524,6385.452469,6464
11:47:07,43028.29164,6395.494069,6474
11:47:10,42926.70614,6411.805746,6490
11:47:12,42856.51825,6423.09415,6500
11:47:14,42794.22535,6433.125338,6510
11:47:16,42739.79335,6441.900352,6520
11:47:18,42669.91106,6453.179392,6531
11:47:22,42545.95788,6473.222354,6552
11:47:24,42460.94901,6486.995459,6565
11:47:26,42399.23107,6497.008973,6577
11:47:28,42337.60284,6507.019717,6588
11:47:31,42222.29123,6525.7824,6606
11:47:33,42153.25507,6537.035339,6618
11:47:35,42069.03082,6550.784177,6632
11:47:37,41977.34172,6565.776945,6647
11:47:39,41908.70606,6577.01744,6657
11:47:41,41863.01131,6584.50916,6666
11:47:43,41794.56258,6595.743826,6677
11:47:47,41650.42702,6619.449975,6700
11:47:49,41582.32587,6630.673768,6712
11:47:52,41469.07131,6649.372331,6728
11:47:54,41416.32479,6658.095008,6739
11:47:56,41341.08898,6670.552313,6750
11:47:58,41273.49361,6681.760206,6761
11:48:00,41206.00876,6692.964611,6773
11:48:04,41063.90287,6716.606907,6798
11:48:06,40996.76071,6727.800469,6809
11:48:08,40944.61493,6736.504165,6817
13:54:33,40885.10096,6746.448667,31387
11:48:13,40788.57521,6762.602616,6843
11:48:15,40729.28805,6772.539899,6854
11:48:17,40670.08706,6782.474433,6865
11:48:19,40603.58879,6793.6475,6876
11:48:21,40551.9431,6802.33526,6885
11:48:23,40478.27746,6814.742697,6896
11:48:25,40419.44131,6824.665559,6906
11:48:27,40360.69068,6834.585676,6917
11:48:29,40294.69829,6845.742528,6929
11:48:31,40228.81379,6856.895908,6940
11:48:34,40119.2456,6875.477163,6958
11:48:34,40119.2456,6875.477163,6958
11:48:38,39966.35128,6901.474735,6983
